DRUG,CID,TAD,TIME,DV,LESIONNAME,LESIONGROUP,SET
SZD,21,7,103,0.0621,Plasma,Plasma,Other
SZD,21,24,120,0,Plasma,Plasma,Other
SZD,22,0,0,0,Plasma,Plasma,Other
SZD,22,0.5,0.5,0.814,Plasma,Plasma,Other
SZD,22,1,1,0.385,Plasma,Plasma,Other
SZD,22,2,2,0.0986,Plasma,Plasma,Other
SZD,22,3,3,0.93,Plasma,Plasma,Other
SZD,22,5,5,0.229,Plasma,Plasma,Other
SZD,22,7,7,0.0579,Plasma,Plasma,Other
SZD,22,24,24,0,Plasma,Plasma,Other
SZD,22,0,96,0,Plasma,Plasma,Other
SZD,22,0.5,96.5,0.373,Plasma,Plasma,Other
SZD,22,1,97,0.151,Plasma,Plasma,Other
SZD,22,2,98,0.493,Plasma,Plasma,Other
SZD,22,3,99,0.234,Plasma,Plasma,Other
SZD,22,5,101,0.138,Plasma,Plasma,Other
SZD,22,7,103,0.0826,Plasma,Plasma,Other
SZD,22,24,120,0,Plasma,Plasma,Other
SZD,23,0,0,0,Plasma,Plasma,Other
SZD,23,0.5,0.5,1.49,Plasma,Plasma,Other
SZD,23,1,1,0.624,Plasma,Plasma,Other
SZD,23,2,2,1.17,Plasma,Plasma,Other
SZD,23,3,3,1.54,Plasma,Plasma,Other
SZD,23,5,5,0.549,Plasma,Plasma,Other
SZD,23,7,7,0.105,Plasma,Plasma,Other
SZD,23,24,24,0,Plasma,Plasma,Other
SZD,23,0,96,0,Plasma,Plasma,Other
SZD,23,0.5,96.5,0.411,Plasma,Plasma,Other
SZD,23,1,97,0.331,Plasma,Plasma,Other
SZD,23,2,98,0.245,Plasma,Plasma,Other
SZD,23,3,99,0.0598,Plasma,Plasma,Other
SZD,23,5,101,0.0605,Plasma,Plasma,Other
SZD,23,7,103,0.0332,Plasma,Plasma,Other
SZD,23,24,120,0,Plasma,Plasma,Other
SZD,24,0,0,0,Plasma,Plasma,Other
SZD,24,0.5,0.5,2.08,Plasma,Plasma,Other
SZD,24,1,1,1.79,Plasma,Plasma,Other
SZD,24,2,2,1.39,Plasma,Plasma,Other
SZD,24,3,3,1.36,Plasma,Plasma,Other
SZD,24,5,5,0.399,Plasma,Plasma,Other
SZD,24,7,7,0.158,Plasma,Plasma,Other
SZD,24,24,24,0,Plasma,Plasma,Other
SZD,24,0,96,0.00243,Plasma,Plasma,Other
SZD,24,0.5,96.5,0.763,Plasma,Plasma,Other
SZD,24,1,97,0.766,Plasma,Plasma,Other
SZD,24,2,98,1.36,Plasma,Plasma,Other
SZD,24,3,99,0.582,Plasma,Plasma,Other
SZD,24,5,101,0.447,Plasma,Plasma,Other
SZD,24,7,103,0.193,Plasma,Plasma,Other
SZD,24,24,120,0.00243,Plasma,Plasma,Other
SZD,25,0,48,0.000286,Plasma,Plasma,Other
SZD,25,0.5,48.5,0.0122,Plasma,Plasma,Other
SZD,25,1,49,0.158,Plasma,Plasma,Other
SZD,25,2,50,0.37,Plasma,Plasma,Other
SZD,25,3,51,0.197,Plasma,Plasma,Other
SZD,25,5,53,0.0823,Plasma,Plasma,Other
SZD,25,7,55,0.051,Plasma,Plasma,Other
SZD,25,24,72,0.000345,Plasma,Plasma,Other
SZD,26,0,48,0.00203,Plasma,Plasma,Other
SZD,26,0.5,48.5,0.578,Plasma,Plasma,Other
SZD,26,1,49,0.788,Plasma,Plasma,Other
SZD,26,2,50,0.462,Plasma,Plasma,Other
SZD,26,3,51,0.11,Plasma,Plasma,Other
SZD,26,5,53,0.157,Plasma,Plasma,Other
SZD,26,7,55,0.0743,Plasma,Plasma,Other
SZD,26,24,72,0.000541,Plasma,Plasma,Other
SZD,27,1,1,0.419,Plasma,Plasma,Other
SZD,27,3,3,7.68,Plasma,Plasma,Other
SZD,27,5,5,12.8,Plasma,Plasma,Other
SZD,27,7,7,5,Plasma,Plasma,Other
SZD,27,24,24,0.00317,Plasma,Plasma,Other
SZD,27,0,48,0.109,Plasma,Plasma,Other
SZD,27,1,49,0.191,Plasma,Plasma,Other
SZD,27,3,51,2.76,Plasma,Plasma,Other
SZD,27,5,53,2.7,Plasma,Plasma,Other
SZD,27,7,55,3.1,Plasma,Plasma,Other
SZD,27,24,72,0.0716,Plasma,Plasma,Other
SZD,28,1,1,2.5,Plasma,Plasma,Other
SZD,28,3,3,3.76,Plasma,Plasma,Other
SZD,28,5,5,3.32,Plasma,Plasma,Other
SZD,28,7,7,3.66,Plasma,Plasma,Other
SZD,28,24,24,0.00502,Plasma,Plasma,Other
SZD,28,0,48,0.0324,Plasma,Plasma,Other
SZD,28,1,49,0.517,Plasma,Plasma,Other
SZD,28,3,51,2.6,Plasma,Plasma,Other
SZD,28,5,53,2.97,Plasma,Plasma,Other
SZD,28,7,55,3.23,Plasma,Plasma,Other
SZD,28,24,72,0.0147,Plasma,Plasma,Other
SZD,29,1,1,0.705,Plasma,Plasma,Other
SZD,29,3,3,11.8,Plasma,Plasma,Other
SZD,29,5,5,4.29,Plasma,Plasma,Other
SZD,29,7,7,1.53,Plasma,Plasma,Other
SZD,29,24,24,0.00339,Plasma,Plasma,Other
SZD,29,0,72,0.0521,Plasma,Plasma,Other
SZD,29,1,73,0.0746,Plasma,Plasma,Other
SZD,29,2,74,0.785,Plasma,Plasma,Other
SZD,29,3,75,0.31,Plasma,Plasma,Other
SZD,30,1,1,2.34,Plasma,Plasma,Other
SZD,30,3,3,12.4,Plasma,Plasma,Other
SZD,30,5,5,3.94,Plasma,Plasma,Other
SZD,30,7,7,1.99,Plasma,Plasma,Other
SZD,30,24,24,0.00203,Plasma,Plasma,Other
SZD,30,0,72,0.0238,Plasma,Plasma,Other
SZD,30,1,73,1.53,Plasma,Plasma,Other
SZD,30,2,74,2.72,Plasma,Plasma,Other
SZD,30,3,75,1.52,Plasma,Plasma,Other
SZD,31,1,1,0.349,Plasma,Plasma,Other
SZD,31,3,3,5.16,Plasma,Plasma,Other
SZD,31,5,5,6.91,Plasma,Plasma,Other
SZD,31,7,7,2.92,Plasma,Plasma,Other
SZD,31,24,24,0.00147,Plasma,Plasma,Other
SZD,31,0,72,0.0503,Plasma,Plasma,Other
SZD,31,1,73,0.223,Plasma,Plasma,Other
SZD,31,2,74,0.601,Plasma,Plasma,Other
SZD,31,3,75,0.466,Plasma,Plasma,Other
SZD,32,1,1,0.469,Plasma,Plasma,Other
SZD,32,3,3,6.32,Plasma,Plasma,Other
SZD,32,5,5,4.72,Plasma,Plasma,Other
SZD,32,7,7,2.15,Plasma,Plasma,Other
SZD,32,24,24,0.00313,Plasma,Plasma,Other
SZD,32,0,72,0.0567,Plasma,Plasma,Other
SZD,32,1,73,0.518,Plasma,Plasma,Other
SZD,32,3,75,1.39,Plasma,Plasma,Other
SZD,32,6,78,0.61,Plasma,Plasma,Other
SZD,33,1,1,2.59,Plasma,Plasma,Other
SZD,33,3,3,5.26,Plasma,Plasma,Other
SZD,33,5,5,6.99,Plasma,Plasma,Other
SZD,33,7,7,2.55,Plasma,Plasma,Other
SZD,33,24,24,0.0045,Plasma,Plasma,Other
SZD,33,0,72,0.0297,Plasma,Plasma,Other
SZD,33,1,73,0.123,Plasma,Plasma,Other
SZD,33,3,75,1.16,Plasma,Plasma,Other
SZD,33,6,78,0.369,Plasma,Plasma,Other
SZD,34,1,1,5.03,Plasma,Plasma,Other
SZD,34,3,3,8.43,Plasma,Plasma,Other
SZD,34,5,5,3.5,Plasma,Plasma,Other
SZD,34,7,7,1.9,Plasma,Plasma,Other
SZD,34,24,24,0.00496,Plasma,Plasma,Other
SZD,34,0,72,0.0588,Plasma,Plasma,Other
SZD,34,1,73,0.354,Plasma,Plasma,Other
SZD,34,3,75,0.243,Plasma,Plasma,Other
SZD,34,6,78,0.805,Plasma,Plasma,Other
SZD,35,1,1,0.531,Plasma,Plasma,Other
SZD,35,3,3,6.64,Plasma,Plasma,Other
SZD,35,5,5,8.59,Plasma,Plasma,Other
SZD,35,7,7,2.69,Plasma,Plasma,Other
SZD,35,24,24,0.00199,Plasma,Plasma,Other
SZD,35,0,72,0.0446,Plasma,Plasma,Other
SZD,35,1,73,0.373,Plasma,Plasma,Other
SZD,35,3,75,1.65,Plasma,Plasma,Other
SZD,35,5,77,2.87,Plasma,Plasma,Other
SZD,35,7,79,1.17,Plasma,Plasma,Other
SZD,35,24,96,0.042,Plasma,Plasma,Other
SZD,36,1,1,0.0458,Plasma,Plasma,Other
SZD,36,3,3,1.76,Plasma,Plasma,Other
SZD,36,5,5,9.49,Plasma,Plasma,Other
SZD,36,7,7,5.85,Plasma,Plasma,Other
SZD,36,24,24,0.0271,Plasma,Plasma,Other
SZD,36,0,72,0.0456,Plasma,Plasma,Other
SZD,36,1,73,2.14,Plasma,Plasma,Other
SZD,36,3,75,2.09,Plasma,Plasma,Other
SZD,36,5,77,0.925,Plasma,Plasma,Other
SZD,36,7,79,0.974,Plasma,Plasma,Other
SZD,36,24,96,0.0785,Plasma,Plasma,Other
SZD,37,0,48,0,Plasma,Plasma,Other
SZD,37,0.5,48.5,0.0747,Plasma,Plasma,Other
SZD,37,1,49,0.202,Plasma,Plasma,Other
SZD,37,2,50,0.0951,Plasma,Plasma,Other
SZD,37,3,51,0.191,Plasma,Plasma,Other
SZD,37,5,53,1.01,Plasma,Plasma,Other
SZD,37,7,55,0.215,Plasma,Plasma,Other
SZD,37,24,72,0,Plasma,Plasma,Other
SZD,38,0,48,0.00115,Plasma,Plasma,Other
SZD,38,0.5,48.5,0.24,Plasma,Plasma,Other
SZD,38,1,49,0.401,Plasma,Plasma,Other
SZD,38,2,50,0.437,Plasma,Plasma,Other
SZD,38,3,51,1.54,Plasma,Plasma,Other
SZD,38,5,53,0.574,Plasma,Plasma,Other
SZD,38,7,55,0.144,Plasma,Plasma,Other
SZD,38,24,72,0.00751,Plasma,Plasma,Other
SZD,39,0,0,0,Plasma,Plasma,Other
SZD,39,0.033333333,0.033333333,8.09,Plasma,Plasma,Other
SZD,39,0.25,0.25,2.97,Plasma,Plasma,Other
SZD,39,0.5,0.5,1.36,Plasma,Plasma,Other
SZD,39,1,1,0.302,Plasma,Plasma,Other
SZD,39,2,2,0.0414,Plasma,Plasma,Other
SZD,39,3,3,0.0155,Plasma,Plasma,Other
SZD,39,5,5,0.00631,Plasma,Plasma,Other
SZD,39,7,7,0.00184,Plasma,Plasma,Other
SZD,39,24,24,0,Plasma,Plasma,Other
SZD,40,0,0,0,Plasma,Plasma,Other
SZD,40,0.033333333,0.033333333,9.06,Plasma,Plasma,Other
SZD,40,0.25,0.25,3.01,Plasma,Plasma,Other
SZD,40,0.5,0.5,1.05,Plasma,Plasma,Other
SZD,40,1,1,0.254,Plasma,Plasma,Other
SZD,40,2,2,0.0112,Plasma,Plasma,Other
SZD,40,3,3,0.00659,Plasma,Plasma,Other
SZD,40,5,5,0.00796,Plasma,Plasma,Other
SZD,40,7,7,0.0024,Plasma,Plasma,Other
SZD,40,24,24,0,Plasma,Plasma,Other
SZD,41,0,48,0.00826,Plasma,Plasma,Other
SZD,41,0.5,48.5,0.655,Plasma,Plasma,Other
SZD,41,1,49,0.69,Plasma,Plasma,Other
SZD,41,2,50,0.883,Plasma,Plasma,Other
SZD,41,3,51,1.17,Plasma,Plasma,Other
SZD,41,5,53,0.679,Plasma,Plasma,Other
SZD,41,7,55,0.146,Plasma,Plasma,Other
SZD,41,24,72,0.00547,Plasma,Plasma,Other
SZD,42,0,0,0,Plasma,Plasma,Other
SZD,42,0.033333333,0.033333333,8.36,Plasma,Plasma,Other
SZD,42,0.25,0.25,1.93,Plasma,Plasma,Other
SZD,42,0.5,0.5,0.771,Plasma,Plasma,Other
SZD,42,1,1,0.142,Plasma,Plasma,Other
SZD,42,2,2,0.0256,Plasma,Plasma,Other
SZD,42,3,3,0.00894,Plasma,Plasma,Other
SZD,42,5,5,0.00304,Plasma,Plasma,Other
SZD,42,7,7,0,Plasma,Plasma,Other
SZD,42,24,24,0,Plasma,Plasma,Other
SZD,43,0,0,0,Plasma,Plasma,Other
SZD,43,0.033333333,0.033333333,9.28,Plasma,Plasma,Other
SZD,43,0.25,0.25,1.81,Plasma,Plasma,Other
SZD,43,0.5,0.5,0.661,Plasma,Plasma,Other
SZD,43,1,1,0.134,Plasma,Plasma,Other
SZD,43,2,2,0.0225,Plasma,Plasma,Other
SZD,43,3,3,0.00626,Plasma,Plasma,Other
SZD,43,5,5,0.00252,Plasma,Plasma,Other
SZD,43,7,7,0.00173,Plasma,Plasma,Other
SZD,43,24,24,0,Plasma,Plasma,Other
SZD-M1,1,6,102,0.387,Plasma,Plasma,Other
SZD-M1,2,3,99,0.879,Plasma,Plasma,Other
SZD-M1,3,3,99,1.48,Plasma,Plasma,Other
SZD-M1,4,6,102,0.675,Plasma,Plasma,Other
SZD-M1,11,0,48,0.16,Plasma,Plasma,Other
SZD-M1,11,0.5,48.5,0.356,Plasma,Plasma,Other
SZD-M1,11,1,49,5.98,Plasma,Plasma,Other
SZD-M1,11,2,50,6.1,Plasma,Plasma,Other
SZD-M1,11,3,51,5.01,Plasma,Plasma,Other
SZD-M1,12,0,48,0.296,Plasma,Plasma,Other
SZD-M1,12,0.5,48.5,1.41,Plasma,Plasma,Other
SZD-M1,12,1,49,2.55,Plasma,Plasma,Other
SZD-M1,12,2,50,8.16,Plasma,Plasma,Other
SZD-M1,12,3,51,6.13,Plasma,Plasma,Other
SZD-M1,13,0,48,0.135,Plasma,Plasma,Other
SZD-M1,13,0.5,48.5,0.245,Plasma,Plasma,Other
SZD-M1,13,1,49,0.385,Plasma,Plasma,Other
SZD-M1,13,2,50,5.88,Plasma,Plasma,Other
SZD-M1,13,3,51,4.77,Plasma,Plasma,Other
SZD-M1,13,4,52,4.21,Plasma,Plasma,Other
SZD-M1,13,6,54,2.33,Plasma,Plasma,Other
SZD-M1,14,0,24,0.0132,Plasma,Plasma,Other
SZD-M1,14,0.5,24.5,1.52,Plasma,Plasma,Other
SZD-M1,14,1,25,1.75,Plasma,Plasma,Other
SZD-M1,14,2,26,4.78,Plasma,Plasma,Other
SZD-M1,14,3,27,3.53,Plasma,Plasma,Other
SZD-M1,14,5,29,2.83,Plasma,Plasma,Other
SZD-M1,14,7,31,1.94,Plasma,Plasma,Other
SZD-M1,14,24,48,0.0905,Plasma,Plasma,Other
SZD-M1,15,0,24,0.0321,Plasma,Plasma,Other
SZD-M1,15,0.5,24.5,2.56,Plasma,Plasma,Other
SZD-M1,15,1,25,6.29,Plasma,Plasma,Other
SZD-M1,15,2,26,3.38,Plasma,Plasma,Other
SZD-M1,15,3,27,2.55,Plasma,Plasma,Other
SZD-M1,15,5,29,2.07,Plasma,Plasma,Other
SZD-M1,15,7,31,1.42,Plasma,Plasma,Other
SZD-M1,15,24,48,0.15,Plasma,Plasma,Other
SZD-M1,16,0,48,0.368,Plasma,Plasma,Other
SZD-M1,16,0.5,48.5,0.679,Plasma,Plasma,Other
SZD-M1,16,1,49,4.98,Plasma,Plasma,Other
SZD-M1,16,2,50,5.04,Plasma,Plasma,Other
SZD-M1,16,3,51,3.6,Plasma,Plasma,Other
SZD-M1,16,5,53,2.61,Plasma,Plasma,Other
SZD-M1,16,7,55,1.78,Plasma,Plasma,Other
SZD-M1,16,24,72,0.142,Plasma,Plasma,Other
SZD-M1,17,0,48,0.113,Plasma,Plasma,Other
SZD-M1,17,0.5,48.5,0.52,Plasma,Plasma,Other
SZD-M1,17,1,49,1.26,Plasma,Plasma,Other
SZD-M1,17,2,50,4,Plasma,Plasma,Other
SZD-M1,17,3,51,5.08,Plasma,Plasma,Other
SZD-M1,17,5,53,2.84,Plasma,Plasma,Other
SZD-M1,17,7,55,1.64,Plasma,Plasma,Other
SZD-M1,17,24,72,0.0757,Plasma,Plasma,Other
SZD-M1,18,0,0,0,Plasma,Plasma,Other
SZD-M1,18,0.5,0.5,1.24,Plasma,Plasma,Other
SZD-M1,18,1,1,6.73,Plasma,Plasma,Other
SZD-M1,18,2,2,18,Plasma,Plasma,Other
SZD-M1,18,4,4,15.7,Plasma,Plasma,Other
SZD-M1,18,6,6,5.76,Plasma,Plasma,Other
SZD-M1,18,7,7,4.28,Plasma,Plasma,Other
SZD-M1,18,24,24,0.223,Plasma,Plasma,Other
SZD-M1,18,0,48,1.07,Plasma,Plasma,Other
SZD-M1,18,0.5,48.5,3.09,Plasma,Plasma,Other
SZD-M1,18,1,49,5.24,Plasma,Plasma,Other
SZD-M1,18,2,50,9.62,Plasma,Plasma,Other
SZD-M1,18,4,52,11.5,Plasma,Plasma,Other
SZD-M1,18,6,54,8.24,Plasma,Plasma,Other
SZD-M1,18,7,55,7.95,Plasma,Plasma,Other
SZD-M1,18,24,72,0.723,Plasma,Plasma,Other
SZD-M1,19,0,0,0,Plasma,Plasma,Other
SZD-M1,19,0.5,0.5,6.52,Plasma,Plasma,Other
SZD-M1,19,1,1,5.67,Plasma,Plasma,Other
SZD-M1,19,2,2,14.7,Plasma,Plasma,Other
SZD-M1,19,4,4,11.2,Plasma,Plasma,Other
SZD-M1,19,6,6,4.92,Plasma,Plasma,Other
SZD-M1,19,7,7,3.58,Plasma,Plasma,Other
SZD-M1,19,24,24,0.0909,Plasma,Plasma,Other
SZD-M1,19,0,48,0.724,Plasma,Plasma,Other
SZD-M1,19,0.5,48.5,4.68,Plasma,Plasma,Other
SZD-M1,19,1,49,11.3,Plasma,Plasma,Other
SZD-M1,19,2,50,11.6,Plasma,Plasma,Other
SZD-M1,19,4,52,8.62,Plasma,Plasma,Other
SZD-M1,19,6,54,5.42,Plasma,Plasma,Other
SZD-M1,19,7,55,5.64,Plasma,Plasma,Other
SZD-M1,19,24,72,0.767,Plasma,Plasma,Other
SZD-M1,20,0,0,0,Plasma,Plasma,Other
SZD-M1,20,0.5,0.5,2.95,Plasma,Plasma,Other
SZD-M1,20,1,1,12.2,Plasma,Plasma,Other
SZD-M1,20,2,2,15.2,Plasma,Plasma,Other
SZD-M1,20,4,4,10.5,Plasma,Plasma,Other
SZD-M1,20,6,6,5.4,Plasma,Plasma,Other
SZD-M1,20,7,7,3.76,Plasma,Plasma,Other
SZD-M1,20,24,24,0.194,Plasma,Plasma,Other
SZD-M1,20,0,48,0.407,Plasma,Plasma,Other
SZD-M1,20,0.5,48.5,0.728,Plasma,Plasma,Other
SZD-M1,20,1,49,3.57,Plasma,Plasma,Other
SZD-M1,20,2,50,9.17,Plasma,Plasma,Other
SZD-M1,20,4,52,7.39,Plasma,Plasma,Other
SZD-M1,20,6,54,7.94,Plasma,Plasma,Other
SZD-M1,20,7,55,7.13,Plasma,Plasma,Other
SZD-M1,20,24,72,0.981,Plasma,Plasma,Other
SZD-M1,21,0,0,0,Plasma,Plasma,Other
SZD-M1,21,0.5,0.5,11.2,Plasma,Plasma,Other
SZD-M1,21,1,1,7.35,Plasma,Plasma,Other
SZD-M1,21,2,2,4.59,Plasma,Plasma,Other
SZD-M1,21,3,3,11.4,Plasma,Plasma,Other
SZD-M1,21,5,5,6.99,Plasma,Plasma,Other
SZD-M1,21,7,7,3.35,Plasma,Plasma,Other
SZD-M1,21,24,24,0.0724,Plasma,Plasma,Other
SZD-M1,21,0,96,0.0885,Plasma,Plasma,Other
SZD-M1,21,0.5,96.5,3.24,Plasma,Plasma,Other
SZD-M1,21,1,97,4.87,Plasma,Plasma,Other
SZD-M1,21,2,98,6.07,Plasma,Plasma,Other
SZD-M1,21,3,99,5.6,Plasma,Plasma,Other
SZD-M1,21,5,101,5.07,Plasma,Plasma,Other
SZD-M1,21,7,103,2.94,Plasma,Plasma,Other
SZD-M1,21,24,120,0.0885,Plasma,Plasma,Other
SZD-M1,22,0,0,0,Plasma,Plasma,Other
SZD-M1,22,0.5,0.5,5.53,Plasma,Plasma,Other
SZD-M1,22,1,1,5.06,Plasma,Plasma,Other
SZD-M1,22,2,2,2.96,Plasma,Plasma,Other
SZD-M1,22,3,3,5.99,Plasma,Plasma,Other
SZD-M1,22,5,5,3.2,Plasma,Plasma,Other
SZD-M1,22,7,7,1.48,Plasma,Plasma,Other
SZD-M1,22,24,24,0.0892,Plasma,Plasma,Other
SZD-M1,22,0,96,0.0968,Plasma,Plasma,Other
SZD-M1,22,0.5,96.5,4.08,Plasma,Plasma,Other
SZD-M1,22,1,97,3.56,Plasma,Plasma,Other
SZD-M1,22,2,98,6.41,Plasma,Plasma,Other
SZD-M1,22,3,99,3.92,Plasma,Plasma,Other
SZD-M1,22,5,101,3.02,Plasma,Plasma,Other
SZD-M1,22,7,103,2.65,Plasma,Plasma,Other
SZD-M1,22,24,120,0.0968,Plasma,Plasma,Other
SZD-M1,23,0,0,0,Plasma,Plasma,Other
SZD-M1,23,0.5,0.5,6.94,Plasma,Plasma,Other
SZD-M1,23,1,1,5.31,Plasma,Plasma,Other
SZD-M1,23,2,2,7.64,Plasma,Plasma,Other
SZD-M1,23,3,3,7.4,Plasma,Plasma,Other
SZD-M1,23,5,5,4.57,Plasma,Plasma,Other
SZD-M1,23,7,7,2.11,Plasma,Plasma,Other
SZD-M1,23,24,24,0.0854,Plasma,Plasma,Other
SZD-M1,23,0,96,0.076,Plasma,Plasma,Other
SZD-M1,23,0.5,96.5,4.95,Plasma,Plasma,Other
SZD-M1,23,1,97,5.72,Plasma,Plasma,Other
SZD-M1,23,2,98,5.07,Plasma,Plasma,Other
SZD-M1,23,3,99,3.46,Plasma,Plasma,Other
SZD-M1,23,5,101,2.97,Plasma,Plasma,Other
SZD-M1,23,7,103,1.94,Plasma,Plasma,Other
SZD-M1,23,24,120,0.076,Plasma,Plasma,Other
SZD-M1,24,0,0,0,Plasma,Plasma,Other
SZD-M1,24,0.5,0.5,9.22,Plasma,Plasma,Other
SZD-M1,24,1,1,10.9,Plasma,Plasma,Other
SZD-M1,24,2,2,12.2,Plasma,Plasma,Other
SZD-M1,24,3,3,11.8,Plasma,Plasma,Other
SZD-M1,24,5,5,7.39,Plasma,Plasma,Other
SZD-M1,24,7,7,5.06,Plasma,Plasma,Other
SZD-M1,24,24,24,0.322,Plasma,Plasma,Other
SZD-M1,24,0,96,0.291,Plasma,Plasma,Other
SZD-M1,24,0.5,96.5,6.07,Plasma,Plasma,Other
SZD-M1,24,1,97,6.55,Plasma,Plasma,Other
SZD-M1,24,2,98,8.81,Plasma,Plasma,Other
SZD-M1,24,3,99,6.7,Plasma,Plasma,Other
SZD-M1,24,5,101,5.9,Plasma,Plasma,Other
SZD-M1,24,7,103,4.7,Plasma,Plasma,Other
SZD-M1,24,24,120,0.291,Plasma,Plasma,Other
SZD-M1,25,0,48,0.102,Plasma,Plasma,Other
SZD-M1,25,0.5,48.5,0.623,Plasma,Plasma,Other
SZD-M1,25,1,49,3.1,Plasma,Plasma,Other
SZD-M1,25,2,50,5.84,Plasma,Plasma,Other
SZD-M1,25,3,51,4.49,Plasma,Plasma,Other
SZD-M1,25,5,53,3.44,Plasma,Plasma,Other
SZD-M1,25,7,55,2.29,Plasma,Plasma,Other
SZD-M1,25,24,72,0.103,Plasma,Plasma,Other
SZD-M1,26,0,48,0.0608,Plasma,Plasma,Other
SZD-M1,26,0.5,48.5,3.87,Plasma,Plasma,Other
SZD-M1,26,1,49,6.47,Plasma,Plasma,Other
SZD-M1,26,2,50,5.41,Plasma,Plasma,Other
SZD-M1,26,3,51,3.31,Plasma,Plasma,Other
SZD-M1,26,5,53,3.34,Plasma,Plasma,Other
SZD-M1,26,7,55,1.92,Plasma,Plasma,Other
SZD-M1,26,24,72,0.112,Plasma,Plasma,Other
SZD-M1,27,1,1,4.57,Plasma,Plasma,Other
SZD-M1,27,3,3,17.5,Plasma,Plasma,Other
SZD-M1,27,5,5,32.8,Plasma,Plasma,Other
SZD-M1,27,7,7,16.9,Plasma,Plasma,Other
SZD-M1,27,24,24,0.319,Plasma,Plasma,Other
SZD-M1,27,0,48,4.23,Plasma,Plasma,Other
SZD-M1,27,1,49,5.08,Plasma,Plasma,Other
SZD-M1,27,3,51,12.8,Plasma,Plasma,Other
SZD-M1,27,5,53,13.5,Plasma,Plasma,Other
SZD-M1,27,7,55,17.3,Plasma,Plasma,Other
SZD-M1,27,24,72,3.74,Plasma,Plasma,Other
SZD-M1,28,1,1,14.3,Plasma,Plasma,Other
SZD-M1,28,3,3,14.9,Plasma,Plasma,Other
SZD-M1,28,5,5,13.7,Plasma,Plasma,Other
SZD-M1,28,7,7,15.6,Plasma,Plasma,Other
SZD-M1,28,24,24,0.965,Plasma,Plasma,Other
SZD-M1,28,0,48,3.27,Plasma,Plasma,Other
SZD-M1,28,1,49,6,Plasma,Plasma,Other
SZD-M1,28,3,51,14.6,Plasma,Plasma,Other
SZD-M1,28,5,53,18,Plasma,Plasma,Other
SZD-M1,28,7,55,16.5,Plasma,Plasma,Other
SZD-M1,28,24,72,2.25,Plasma,Plasma,Other
SZD-M1,29,1,1,9.26,Plasma,Plasma,Other
SZD-M1,29,3,3,29.9,Plasma,Plasma,Other
SZD-M1,29,5,5,18.6,Plasma,Plasma,Other
SZD-M1,29,7,7,10.5,Plasma,Plasma,Other
SZD-M1,29,24,24,0.518,Plasma,Plasma,Other
SZD-M1,29,0,72,4.02,Plasma,Plasma,Other
SZD-M1,29,1,73,4.12,Plasma,Plasma,Other
SZD-M1,29,2,74,10.2,Plasma,Plasma,Other
SZD-M1,29,3,75,8.04,Plasma,Plasma,Other
SZD-M1,30,1,1,16.5,Plasma,Plasma,Other
SZD-M1,30,3,3,35.2,Plasma,Plasma,Other
SZD-M1,30,5,5,17.1,Plasma,Plasma,Other
SZD-M1,30,7,7,10.5,Plasma,Plasma,Other
SZD-M1,30,24,24,0.279,Plasma,Plasma,Other
SZD-M1,30,0,72,2.09,Plasma,Plasma,Other
SZD-M1,30,1,73,11.9,Plasma,Plasma,Other
SZD-M1,30,2,74,14.4,Plasma,Plasma,Other
SZD-M1,30,3,75,13.9,Plasma,Plasma,Other
SZD-M1,31,1,1,6.13,Plasma,Plasma,Other
SZD-M1,31,3,3,23,Plasma,Plasma,Other
SZD-M1,31,5,5,26.6,Plasma,Plasma,Other
SZD-M1,31,7,7,15.2,Plasma,Plasma,Other
SZD-M1,31,24,24,0.36,Plasma,Plasma,Other
SZD-M1,31,0,72,3.89,Plasma,Plasma,Other
SZD-M1,31,1,73,5.6,Plasma,Plasma,Other
SZD-M1,31,2,74,10.1,Plasma,Plasma,Other
SZD-M1,31,3,75,8.13,Plasma,Plasma,Other
SZD-M1,32,1,1,9.53,Plasma,Plasma,Other
SZD-M1,32,3,3,24.7,Plasma,Plasma,Other
SZD-M1,32,5,5,23.5,Plasma,Plasma,Other
SZD-M1,32,7,7,13.2,Plasma,Plasma,Other
SZD-M1,32,24,24,0.517,Plasma,Plasma,Other
SZD-M1,32,0,72,4.82,Plasma,Plasma,Other
SZD-M1,32,1,73,11.2,Plasma,Plasma,Other
SZD-M1,32,3,75,15.7,Plasma,Plasma,Other
SZD-M1,32,6,78,6.6,Plasma,Plasma,Other
SZD-M1,33,1,1,14.1,Plasma,Plasma,Other
SZD-M1,33,3,3,15.7,Plasma,Plasma,Other
SZD-M1,33,5,5,21.3,Plasma,Plasma,Other
SZD-M1,33,7,7,11.4,Plasma,Plasma,Other
SZD-M1,33,24,24,0.559,Plasma,Plasma,Other
SZD-M1,33,0,72,2.13,Plasma,Plasma,Other
SZD-M1,33,1,73,3.86,Plasma,Plasma,Other
SZD-M1,33,3,75,8.89,Plasma,Plasma,Other
SZD-M1,33,6,78,5.56,Plasma,Plasma,Other
SZD-M1,34,1,1,17.8,Plasma,Plasma,Other
SZD-M1,34,3,3,24.4,Plasma,Plasma,Other
SZD-M1,34,5,5,14.7,Plasma,Plasma,Other
SZD-M1,34,7,7,9.78,Plasma,Plasma,Other
SZD-M1,34,24,24,0.463,Plasma,Plasma,Other
